0,0.011502936533715714,0.010805519989706212,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0.025967065822671956,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.010897092193008807,0,0,0,0.007837199322529157,0,0,0,0,0,0,0,0
0,0.03379875179042395,0,0,0,0,0.011417154568622724,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.011209569940102311,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.013599845883212362,0,0,0,0,0,0,0,0
0,0.02058420221822812,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.017957078059387198,0,0,0,0,0,0,0,0
0,0.015125408259802983,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.01555510735809284,0.014612009986079992,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.009549483016785008,0.006725741964061387,0,0,0,0.008097720986393999,0,0,0,0
0,0,0.007432698721243002,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.024776710688330636
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.016693285945270364,0.01568118144847609,0,0,0,0,0,0,0.01575334277559196,0.01357849555645335,0,0,0,0
0,0,0,0,0,0,0.01036178733959037,0,0,0,0,0,0,0,0
0,0,0.012858568787750393,0,0,0,0.01849579040116881,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.014408941552759683,0,0,0,0,0.029203879580792864,0,0,0,0,0,0,0,0
0,0.010611236027226124,0.009967882781201856,0,0,0,0,0,0,0,0,0.009922549293747626,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.03465441639271316,0.016276669351582777,0,0,0,0.011706196456435957,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.00864539037759944,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.011075323593514258,0,0,0,0,0,0,0,0
0,0.022440154877248687,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029948065423604703,0.015125408259802983,0,0,0,0,0,0,0,0,0,0,0.011033619763676636,0,0
0,0,0.02073962707701676,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0.010086288773866015,0,0
