0,0.011502936533715714,0.010732019328162024,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.025967065822671956,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.01082296864450238,0,0,0,0,0.007578891272572856,0,0,0,0,0,0,0,0,0,0
0,0.03379875179042395,0,0,0,0,0,0.011040853952637,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.010840111153498146,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.013151605443582308,0,0,0,0,0,0,0,0,0,0
0,0.02058420221822812,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.017365226605118387,0,0,0,0,0,0,0,0,0,0
0,0.015125408259802983,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.01555510735809284,0.014512617046037284,0,0,0.050647393401236,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0.0094602426207264,0.006504066692098887,0,0,0,0,0,0.008097720986393999,0,0,0,0
0,0,0.007382140462724167,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.023037448502249716
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.016693285945270364,0.015574515854283913,0,0,0,0,0,0,0,0,0,0.015717155363885776,0.01357849555645335,0,0,0,0
0,0,0,0,0,0,0,0.010020270814157949,0,0,0,0,0,0,0,0,0,0
0,0,0.01277110300051281,0,0,0,0,0.01788618340327194,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.014408941552759683,0,0,0,0,0,0.02824134221569254,0,0,0,0,0,0,0,0,0,0
0,0.010611236027226124,0.009900079845358766,0,0,0,0,0,0,0,0,0,0,0,0.009922549293747626,0,0,0
0,0,0,0,0,0.01632589970442772,0,0,0,0,0,0,0,0,0,0,0,0
0,0.03465441639271316,0.01616595316520609,0,0,0,0,0.011320369242577177,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0.012918755418286283,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0.02587890323208005,0,0,0,0.00864539037759944,0,0
0,0,0,0,0,0,0,0,0,0,0,0.01615682877462295,0,0,0,0,0,0
0,0,0,0,0,0,0,0.01071028946303709,0,0,0,0,0,0,0,0,0,0
0,0.022440154877248687,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0.029948065423604703,0.015125408259802983,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011033619763676636,0,0
0,0,0.02059855322663356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.022480090877195286
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.010086288773866015,0,0
0,0,0,0,0,0,0,0.01596980661006423,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.025858764826130178,0,0,0.028156881502749653
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.019350156061383045,0,0,0,0,0.013550138941872682,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.008854546239243534,0,0,0,0,0,0,0,0,0,0
0,0,0.019061347761959415,0,0,0,0,0,0,0,0,0,0,0.016618457248196637,0,0,0,0
0,0,0,0.04963370680489511,0,0,0,0.015157782545145711,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.007844817282136816,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0.01565042075258337,0,0,0,0,0,0,0.015067736587957922
0,0,0,0.017327743795791783,0,0,0,0,0,0,0,0,0,0,0,0,0,0.016494267862557487
0,0.018497965506921215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.018011176940949603,0.01680408289541159,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0.021293075480085643,0,0,0,0,0,0,0.007619100350556213,0,0,0.008296224014203022
0,0.014184968368001762,0.013234303627474414,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.015042301621012857,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0.009919198895015724,0,0,0,0,0,0,0,0,0,0,0.018678358548385995,0,0,0,0,0
0,0.043455538016259364,0.020271592064306045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0.012440632800325974,0,0,0,0
0,0,0.018244432857875442,0,0,0,0,0.03832753586415416,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.023010996397320377,0,0,0,0,0,0,0,0,0,0,0,0.023063222682764752,0,0,0
0,0.014878798342523586,0,0,0,0,0.014138949569020435,0,0,0,0.015735477387108277,0,0,0.024205144252808147,0,0,0,0
0,0,0,0,0,0.030951184856310886,0,0,0,0,0.030159664991957533,0,0,0.023196596575607808,0,0,0,0
0,0,0,0,0,0.022509952622771553,0,0.013550138941872682,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.029425491009044683,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.011958593875601622,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
