0,0,0.028599934791728024,0,0,0,0,0,0,0,0,0,0.015355571191319497,0,0.003496523925150366,0,0,0,0,0,0,0,0.006877164898976247,0,0,0,0,0,0,0,0,0,0
0.044450556726077464,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.053406451737995714,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.006279174215582533,0,0,0,0,0,0,0,0.024700483928823017,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10220889901581938,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.021840605967243593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.006436852164613462,0,0,0,0,0,0,0,0,0,0,0,0.003934730578955112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.012269229310953166,0.014256825038185183,0,0,0,0,0,0,0,0.013053749868754839,0,0.008917170483667502,0,0,0,0.03222557384980281,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.00886803733470128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04264831757494622,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17203033497162137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.22063487881887678
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0.08050006135663529,0,0,0,0,0,0,0,0,0,0.018008846757710757,0,0,0,0,0,0,0,0,0,0.012098196210035763,0,0,0,0,0,0,0,0,0,0
0,0,0.015312511671099104,0,0,0,0,0,0,0,0,0,0.013702383402606011,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04128772086958378,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0.020529700530208764,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
